#   Source : patch outlet1
#   Faces  : 832
#   Area   : 3.750000e+000
#        Time	sum(rhoPhi)
4.033333e+000	8.998491e+003
4.041667e+000	8.997906e+003
4.050000e+000	8.997229e+003
4.058333e+000	8.996486e+003
4.066667e+000	8.995715e+003
4.075000e+000	8.994907e+003
4.083333e+000	8.994022e+003
4.091667e+000	8.992987e+003
4.100000e+000	8.991660e+003
4.108333e+000	8.989900e+003
4.116667e+000	8.988276e+003
4.125000e+000	8.986601e+003
4.133333e+000	8.984755e+003
4.141667e+000	8.982948e+003
4.150000e+000	8.981029e+003
4.158333e+000	8.978918e+003
4.166667e+000	8.976854e+003
4.175000e+000	8.974801e+003
4.183333e+000	8.972784e+003
4.191667e+000	8.970806e+003
4.200000e+000	8.968854e+003
4.208333e+000	8.966909e+003
4.216667e+000	8.964955e+003
4.225000e+000	8.963023e+003
4.233333e+000	8.961118e+003
4.241667e+000	8.959297e+003
4.250000e+000	8.957575e+003
4.258333e+000	8.955982e+003
4.266667e+000	8.954635e+003
4.275000e+000	8.953460e+003
4.283333e+000	8.952499e+003
4.291667e+000	8.951916e+003
4.300000e+000	8.951529e+003
4.308333e+000	8.951245e+003
4.316667e+000	8.951023e+003
4.325000e+000	8.950864e+003
